,D0_n,D0_l,D0_p,iPSCs_n,iPSCs_l,iPSCs_p
3202,Khdrbs1,,2.3419559490107014e-54,Khdrbs1,,2.3419559490107014e-54
3203,Cuta,,2.7360133381340055e-54,Cuta,,2.7360133381340055e-54
3204,Psmb5,,2.6920330348981684e-54,Psmb5,,2.6920330348981684e-54
3205,Pcyox1,,3.136003828464921e-54,Pcyox1,,3.136003828464921e-54
3206,Pqbp1,,3.305849847071471e-54,Pqbp1,,3.305849847071471e-54
3207,Dusp3,,3.4160311123216613e-54,Dusp3,,3.4160311123216613e-54
3208,Rad23b,,2.671206583957232e-54,Rad23b,,2.671206583957232e-54
3209,Plgrkt,,2.726671935981012e-54,Plgrkt,,2.726671935981012e-54
3210,Khdc1a,,5.153368938502461e-53,Khdc1a,,5.153368938502461e-53
3211,Tipin,,3.4998561399607554e-54,Tipin,,3.4998561399607554e-54
3212,Ogt,,5.716923805190184e-54,Ogt,,5.716923805190184e-54
3213,Cwc15,,4.1014167133349604e-54,Cwc15,,4.1014167133349604e-54
3214,Selt,,4.210602645600328e-54,Selt,,4.210602645600328e-54
3215,Msantd3,,4.81517452618052e-54,Msantd3,,4.81517452618052e-54
3216,Impdh1,,4.4857426482077854e-54,Impdh1,,4.4857426482077854e-54
3217,Pum2,,4.93544228144673e-54,Pum2,,4.93544228144673e-54
3218,Hint3,,7.416797645436352e-54,Hint3,,7.416797645436352e-54
3219,Gm9008,,5.899115645665976e-54,Gm9008,,5.899115645665976e-54
3220,Pdk4,,1.8133195984333892e-53,Pdk4,,1.8133195984333892e-53
3221,Golph3,,6.108660568499406e-54,Golph3,,6.108660568499406e-54
3222,Atf5,,5.991836358794709e-54,Atf5,,5.991836358794709e-54
3223,Adcy3,,1.1066365387835954e-53,Adcy3,,1.1066365387835954e-53
3224,Cenpb,,7.661878906463182e-54,Cenpb,,7.661878906463182e-54
3225,Snhg12,,1.647798588220202e-53,Snhg12,,1.647798588220202e-53
3226,Elavl2,,1.0429918009107898e-52,Elavl2,,1.0429918009107898e-52
3227,Cpd,,1.0185304950730382e-53,Cpd,,1.0185304950730382e-53
3228,Ssbp2,,8.369230865838361e-54,Ssbp2,,8.369230865838361e-54
3229,Zbtb7a,,8.818481209857249e-54,Zbtb7a,,8.818481209857249e-54
3230,Krt18,,9.096071287527531e-53,Krt18,,9.096071287527531e-53
3231,Noct,,1.2662812396989943e-53,Noct,,1.2662812396989943e-53
3232,Hoxc5,,2.6534400807379173e-53,Hoxc5,,2.6534400807379173e-53
3233,Ptpn2,,2.0343430140101553e-53,Ptpn2,,2.0343430140101553e-53
3234,Lgals3bp,,1.6984099878119128e-53,Lgals3bp,,1.6984099878119128e-53
3235,Sgms1,,1.7374003600651852e-53,Sgms1,,1.7374003600651852e-53
3236,Gpsm1,,2.773714807378837e-53,Gpsm1,,2.773714807378837e-53
3237,Chic1,,8.110502912605506e-53,Chic1,,8.110502912605506e-53
3238,Ptpre,,4.980489726299807e-53,Ptpre,,4.980489726299807e-53
3239,Nfatc1,,6.557363830085072e-53,Nfatc1,,6.557363830085072e-53
3240,Grpel1,,2.1353347281629053e-53,Grpel1,,2.1353347281629053e-53
3241,Dsg2,,3.426149866895264e-52,Dsg2,,3.426149866895264e-52
3242,Afap1,,2.4983940539056503e-53,Afap1,,2.4983940539056503e-53
3243,Wwc2,,2.5555824192018853e-53,Wwc2,,2.5555824192018853e-53
3244,2310033P09Rik,,3.6027486612305664e-53,2310033P09Rik,,3.6027486612305664e-53
3245,Mrpl24,,2.9034002852130603e-53,Mrpl24,,2.9034002852130603e-53
3246,Parp12,,5.226165553189516e-53,Parp12,,5.226165553189516e-53
3247,Vcan,,3.412669988109293e-53,Vcan,,3.412669988109293e-53
3248,Mkl1,,4.57272546572919e-53,Mkl1,,4.57272546572919e-53
3249,Hsd17b12,,3.190090005021011e-53,Hsd17b12,,3.190090005021011e-53
3250,Tmem177,,7.069546730029956e-53,Tmem177,,7.069546730029956e-53
3251,Mtap,,3.578875236424962e-53,Mtap,,3.578875236424962e-53
3252,Smad5,,4.745013788458776e-53,Smad5,,4.745013788458776e-53
3253,Trim13,,1.3202091294146045e-52,Trim13,,1.3202091294146045e-52
3254,Arfip1,,4.952521756867701e-53,Arfip1,,4.952521756867701e-53
3255,Rgs16,,1.0226844293752952e-52,Rgs16,,1.0226844293752952e-52
3256,Gm33222,,8.292539794240284e-52,Gm33222,,8.292539794240284e-52
3257,Socs1,,8.128102135166532e-53,Socs1,,8.128102135166532e-53
3258,Myo9b,,7.037625623787344e-53,Myo9b,,7.037625623787344e-53
3259,Epb41l4aos,,9.558346489772467e-53,Epb41l4aos,,9.558346489772467e-53
3260,Nthl1,,1.3022403458690188e-52,Nthl1,,1.3022403458690188e-52
3261,Lad1,,1.0082542737370514e-51,Lad1,,1.0082542737370514e-51
